content,score
Aplikasi kurang menarik Kata Sandi Sudah Benar Ko Gak Bisa Login Tolong Bantu Perbaiki,5
"kenapa setelah saya perbarui ig filter filter di ig saya malah menghilang,tolong di kembalikan lagi filter filter yang menghilang ituu",1
baru join tp seru,5
"Keseringan update, dan tiap update malah jadi aneh, bagus versi² yg lama!",2
mantap,5
Aplikasinya bagus,5
akunnya ke banned terus kenapa sii cape bikin teruss,1
ya bagis,3
kenapa akun saya di blok tiba tiba,1
Bagus tapi agak aneh..sih saat aku buka Instagram malahan gak bisa gerak dan gak bersuara aneh banget tolong di perbaiki lagi saat aku buka malahan ia keluar sendiri kok bisa,1
👍👍👍,5
Aplikasi yang luar biasa.. Semoga makin maju dan berkembang aminnn🙏🙏,5
Ok,5
Tolong di perbaiki gk bisa daftar nya sama keluar mulu tolong di perbaiki anyingg cepetan perbaiki ngentod,1
"Yah instragram juga bisa membantu kita dalam bentuk atau pun fota kita dan lain lain ,jadi aku nilai instagram nya akunilai bintang 5....",5
saaat puas saya,5
Good,5
mantap,5
"Saé hun... Saé pisan, Uhun.",5
apk nya super bagus banget,5
Follow akun oe @_alfahrii16,1
instagram yes👍🏻,5
Keren,5
"aplikasi sering ngebug, lag terus",1
Aplikasi terkeren yg pernah sy gunakan hingga saat ini❤,5
terima kasih,5
Mantap,5
ok utk semua nya ...,5
Kurang tapi bagus,5
"Nyesel udah update ig, mending yg dulu bisa screen shoot",1
baik,5
tiba tiba banget story nya ga ada,1
Bagus buat sekarang mau versi ini kalo yang kemaren mah susah dapat jaringan nya,5
Bagus banget,5
"hampir 7 tahun pake ig susah dapat folower,mungkin nasib hp kentang kali hhe",3
Assalamualaikum gasy coba deh kalian download aplikasi ini seru tau kenapa dari dulu aku Gak download ini aja ternyata passsss aku download seru tapi harus daftar dulu kalooo GaK daftar gak bisa gasy. buruan download aplikasi ini sekarang juga. Coba dehhhh kalian baca komen kuuu pasti kalian gak percaya kannn siapa yang percaya coba download sekarang juga.dan kalo kita bikin video nanti akan rame atau gak rame tapi biasanya kalo Instagram ku pengikut nya dikit aku tetap semangat bay gasy prat 2,5
Bagus aplikasinya,5
Tidak bisa menerima live,1
Bagus banget,5
Saya gabisa masuk akun prahh,1
Aku ingin update aplikasi ini dan ingin membuat after,1
Muantappppp,5
Suka,5
Ok,5
mantap kali,5
✨️✨️🫶,5
Tolong buat pihak dari Instagram ini kenapa yah banyak eror nya?,1
Kok ak gk bisa repost story full screen ky orng'?,3
Bantu ramaikan akun ini tunasexp,5
kurang update di font,5
balikin note atau catatan ig,5
"Aku sangat suka sama aplikasi nya terkadang ia sangat membantu, terkadang juga bikin kesal ya wajar namanya normal yakann,minus nya mb terlalu mahal apalagi untuk update nya bisa sampai 109 MB wkakaka,nda papa tetap semangat Instagram semoga tahun depan bisa lebih baik lagi dari sebelumnya aminnn...",5
Keren,5
Bermanfaat aku suka,5
Saya menyukai nya ..,4
overall semuanya dah bagus sii... cuma menurut saya... kurang nya cuma gabisa ultrawide di android... semoga pihak developer... menambahkan fitur ultrawide di kameranya... selebihnya bagus banget,5
Sumpah deh ini bagus banget 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘🤯🤯🤯,5
mantul,5
Menutup diri kayak nya nih karena kena serang🤣🤣,1
mantaff,5
Banyak aturan kau g guna . Algoritma mu bnyak pilih pilih g ada kesempatan follow dikit bisa dapat perhatian banyak kaya tiktok. Payah lu,1
Keren . Bagus.,5
Aplks nya sangat bagus bisa buat posting kenangan kenangan di masa kecil(khusus yang belum download segera download.........),2
Aplikasi ini sangat bagus buat saya,5
Godd,4
Tolong ya perbaiki.. akun ga siaran lgsg tpi keterangan siaran lgsg!! Bikin org ribut aja,1
ig sangat memuaskan,5
BANYAK BUG! TOLONG SEGERA DIPERBAIKI =⁠_⁠=,1
Amazing,5
Lemot banget dah,1
Kenapa kok tiba-tiba menanggungkan akun? Tolong balikin akunkuuuu,1
Bagus,5
Nyesel bgt tak update 😭😭😭 gk suka tampilannya.. kalo liat komennya gk bisa urut..,3
bagus,5
apk yg mantap,5
coba dulu tiga bintang,3
Instagram sangat cocok buat saya tapi saat ini kok macet kenapa ya,5
ig kenapa sekarang masak aku sma tiba hilang,2
bgus,4
Mantap,5
"Bug nya banyak banget,sama musiknya ga apa yang di cari ga keluar tolong dong di perbaiki",2
Pejuang rupiah Tak pernah merasa lelah,5
terlalu ketat,1
Bagus banget sih ini aplikasinya Instagram tapi tolong kasih fitur baru kayak postingan Instagram bisa ditambahkan foto lagi di postingan yang udah lama ke post biar capek unggah foto terus tinggal ambil di postingan lama ditambahin gitu kayak diedit lagi,5
sayaa sukaa aplikasi nyaaa,5
Baik,5
Aplikasi nya bagus dan unik unik,5
Sangat Bagus,5
Ini di update kok makin blur misal kirm2 foto,3
Sangat puas,5
Baguss enak d pakai,5
Alhamdulilah bagus,5
tolong tambahin opsi hapus atau ganti musik di postingan yang udah ada musiknya😢😢,1
Sbaar bgus low,5
Apk ini membantu saya mengenal sosmed secara mudah bagi kalian yang ingin download apk tsb download saja dan apk tsb bisa offline tapi ada limitnya yaa saya merekomendasikan apk tsb pengganti telegram/sosmed lainnya:),4
sangat berguna bagi pengguna media sosial,5
keren pokonamah,5
Oky banget,5
Kenapa saya ga bisa komentar dipostingan orang2 yaaaaaaaaa....,2
Bagus,5
ko gak bisa ngecht yah di ig sekarang?,4
"saya sangat seneng bgt pke ig bisa berteman dengan teman, banyak hal menarik",5
"Gk jelas mau balikin akun malah gk bisa, bikin akun juga gk bisa",1
Mantap,5
ig suka eror bersamaan,1
Yang penting lebih terjaga aja kualitasna,5
MEMUASKAN.,5
Makasih kamu ada buat aku apa tuh,5
wow,5
Sangat baik,5
short nya bermalah,4
bagus,5
bagus,5
Aplikasinya sangat bagus dan menarik,5
Sungguh mantap berkomunikasi,5
Keren,5
"Terlalu ketat kena banned mulu pdhal cuma komen pke gif doang kena ban juga ,anehh",1
saya suka aplikasi ini,5
Buruk,1
Ig saya tidak bisa di masuki? Saya tidak tahu kenapa!!!!!,5
Kok gabisa dibuka????,5
Jelek apk nya update story aja sampe 4 menit Tan padahal jaringan bagus udah di update lagi tolong klarifikasi nya,1
Bgus,5
Bagaimana cra poto pke epek,1
Jelek,1
Aplikasi nya bagus dan seru,5
Sangat penting sekali dan fiturnya juga bisa membantu,5
Kok tiba-tiba akun ig saya di nonaktifkan hanya karena tidak mengikuti ajakan seksual? Yang bener aja dong ig sekarang. Tolong ya akun ig saya di pulihkan/aktifkan kembali karena tidak adil.,1
FILTER INSTAGRAM PADA ILANG KENAPA SIH,4
Prakerja,5
Good,5
sering ngeleg,1
sangat memuaskan,5
bagus,5
Oke juga,5
Mantap,5
Okela,5
👍👍👍👍,5
Mantap👍,5
"Knpnyahh stiap saya buat instastory gak mau terkirim? Smpai berharihari.. 
bahkan klo mau upload foto lamaa banget terkirim pdhl jaringan udh 4G -_-",4
bagus banget aplikasi ini sangat membantu,5
Keren,5
Bagus sih aku suka app nya,5
Very good application,5
luar biasa,5
bagus dan bermanfaat,5
"Instagram tidak bersifat pribadi, data yang yang ada seperti foto video , followers milik saya semuanya hilang ,",2
Mendapatkan banyak teman,5
Bgs bnggt loh filter nyo Ahayy,5
ta tutm,5
Sarana informasi,5
"Saya sudah bertahun2 pake IG makin kesini makin gak jelas, vidio gak bisa full di upload jadi kepotong, dan gak bisa stanby suka mati sendiri klo liat vidio, lama2 saya unistal juga ini IG.",1
Aku suka Instagram mendapatkan banyak informasi!!,5
aku menyukainya aplikasi ini sangat seru🥰🥰,5
Sangat bagus,5
10000000000000 good luck,5
Good,5
Sangat baik dan membantu,5
Gak bs buat vidio call,4
Gak bisa login,1
Top,5
Nice,5
Like,5
Gass KEUN,5
Bagus,5
"GABISA FOLLOW AKUN, GABISA BLS DM GAJELAS MOHON DIPERBAIKI SEGERA DITANGANIIIII!!!!!!!!!!!!!!!!!!!",1
"Tolong buat aplikasi ini , saya sudah melaporkan akun tolong langsung ditindaklanjuti kenapa ga ada pemberitahuan penindaklanjutan tolong dukungannya saya tidak rela dilecehkan seperti itu di instagram tolong dukungan dari instagram",1
"Instagram kalau udah di update tambah baik lagi yaa,jangan malah ngeleg☺️,cape teu saya. Ngeluarin banyak duit buat beli kuota,supaya bisa upload IG ,tujuannya supaya mempermudah dan lancar,eh, ternyata ngeleg Yang bener aja ' Rugi dong :)",4
saya sangat menyukai istagram,4
"Saya suka dengan instagram karna saya bisa membuat apa saja yang saya mau bisa membuat video dan bisa juga foto""",5
Bagus,5
Keren sih apk Ig ini,1
bagus,5
Baik,5
Keren banget. Kalian harus punya. The best,5
Kenapa begini dah Ig store saya tidak nampak di arsip Mohon di perhatian nya,1
Gara gara ig saya jd iromen,5
Apk paling jos,5
apk ini bagus untuk mengabadikan momen,5
SANGAT LAH BAGUZ😂😂😂😂😂,4
Kereen sll Ig,4
Saya sngt mohon sekali kpd pihak Instagram untuk mengembalikan akun saya yg sekarang sedang terbending..saya cba msukin no gajadi masukin email jga ga jadi....mungkin saya bisa memperbaiki jika akun saya di bebaskan kembali ....mohon kerja samanya dg pihak instragram🙏🙏@kffkfdill,2
akun tiba tiba ke blokir padahal ga ada problem di ig,1
Oke baik,5
Kenapa ya IG saya terlihat aneh apk keluar dengan sendirinya. dan Tidak bisa membuka profil,1
"kebanyakan bug, pas live bersama live orng nya ga ada, pas lihat story mau keluar dari story tersebut lag, kalo ngerepost story ga bisa.",1
Aplikasi yg memudahkan kita bersosialita berkenalan dgn temen baru dan temen dan lebih elegan aplikasi tren masa kini baik muda dan tua jagn ragu ....pokoknya nyaman bagtt,5
best,5
Sangat bagus 👍👍👍,1
Di perbarui malah makain bapuk keluar aplikasi terus padahal ga dikeluarin dan ga mau ke buka aplikasi nya,1
Updatenya jelekkan kembalikan instagram yg duluuu,1
Bagus,5
Bagus di pake untuk bikin Vidio itulah aku kasi bintang lima,5
Waw bagus banget buat bikin video atau pun foto foto dan juga banyak filter yang bagus banget yang bisa mempercantik foto kalian,5
Mantap,5
Keren,5
bgusss bangetttttttttttttt,5
Dihapus total ini diaplikasi,5
memperluas temen,5
Sangat mempengaruhi media online pada zaman sekarang dan mudah untuk mencari pe,5
ga bisa keluar langganan jadi ketarik saldonya dan setiap di batalkan langganan selalu balik lagi ke tulisan batalkan langganan,1
Apknya Bagus dan keren 🥰🥰🥰,5
Apri,2
Blm mengetahui,3
Lumayan sangat membantu,4
bagus,5
Sangat cocok dan bagus sekali,5
Yoooooooooo,5
Good,5
Mantap man,4
Aplikasi babhi..pnya gue di blokir tanpa melakukan kesalahan sama sekali dan tidak melanggar apapun..smpai² gak bs mmbuat ig baru lagi..dasar sampah aplikasi dajjal,1
Sayang sekali stabilisasi video kalo ngerekam video di stori bawaan instagram gak jalan,1
ok gas,5
Buat hiburan mantap,5
Bangg kenapa di ig ayang saya gaa keluarrr musik untuk di profile nyaaaa woii???,5
"Apa²an efek gw pada di hilangin pdhl aku uninstal aplikasi bukan akun tapi kenapa efek nya juga ikut ke hpus pdhl bru aku hpus 2x, hpus pertama aman filternya msih ada tapi knp kmarin ga ada? Bahkan cuman 1 efek yang di tinggalkan, pas cari filter nya lagi udh ga ada, makin kesini makin update makin banyak di hilangin, tolong perbaiki secepatnya, kembalikan filter yang aku punya di akunku",1
Semakin mantap tapi semakin harus bayar/bulan juga😂😂😂,5
aplikasi cinta mati😍,5
Aku suka banget sama Ig soalnya apa apa jadi lebih praktis,5
Trims instagram,5
Ishak- Kholid pasangan tepat dan sangat patut jadi bupati dan wakil bupati Tegal,3
"aplikasi ini sangat berguna banget buat aku ada banyak fitur menarik membantu dalam belajar, menambah wawasan, menghibur dan lainnya pokoknya ini bagus deh👍",5
Bapak kau,1
Kok ga ada catatannya yaaaa,5
Kak aku udh di bintang ngin ingin aiphon,5
"Tambahkan fitur untuk melihat history reels yang barusan kita lihat, bukan yg barusan kita like atau yg lain",4
bagus,5
Dari kemarin bikin sg trs di tambahin lagu gak bisa tolong di perbaiki lagi ya. Nanti kalo udah bnr ditambahin bintangnya 😀,2
mau download apk kok susah ya,5
thanks ya min,5
Mantap,5
"Maaf, ini yang jadi adminnya siapa sih?kok udah di klik ""tolong bantuin bug"" ga dibenerin?niat kerja gasih?ga jelas",1
Mantap,5
good,5
Good good good,5
Dikiu putra,5
"too many bug. i can't save insta filter, can't archive my story, almost lost all my instagram filters. and what's worse, there wasn't even a response from Instagram to my report",1
IgNya bagus bngett,5
"Saya kasih 3 bintang dulu , Karena setiap komentar saya selalu di down pihak anda",3
"Kenapa ga ada efek nya, kenapa gitu yah? Apa HP ku yang rusak atau gimana gitu??",3
"Instagram seharusnya memberikan kami kewenangan pemilik akun untuk unfollow, akun aku spam, kami tidak nyaman dengan begitu banyak mengikuti namun ketika kami unfollow pihak IG tdk memberikan kesempatan kepada kami. aplikasi ini harus memberikan privasi dan keleluasaan dlm akun kami.",1
😡😡😡 bug upload story redmi 10 5G,1
Good,5
Aplikasinya bagus dan cocok sekali untuk jadi content creator,4
Suka ada iklan judi slot dan lain lain,5
Susah bikin akun nya,1
👍👍👍👍👍👍👍👍👍👍👍,5
Bagus,5
Bagus,5
Baik,5
gajelas udah bayar exlusive berlangganan tapi ga dapet item berlangganan,1
Menyenangkan,5
plisss buatin fitur siaapa yang nge unfollow kitaaa aku butuh bgt,2
🥰,5
Krennn,5
"heran bgt abis di update,story yg saya jadiin sorotan jadi hilang di arsip juga gak ada,pdhl saya gak hapus loh.",2
Serve you right,1
Sangat bagus dengn menggunakan ig ini sangat menjangkau,5
"Aplikasi instagram ini sangat bagus, banyak hal² baru yg bisa kita plajari, hal² unik yg bisa kita lihat dan menambah teman² baru yg sangat beragam",5
Sesudah di update mlah jelek tampilan nya bnyak yg ubah,2
Aplikasinya kadang lalot,4
Apk nya baguss,5
Baik,5
akun saya Error. tolong diberi solusi,3
mantap,5
terbaik dari yang terbaik,5
Saya gak bisa buka ig,2
bagus banget buat konten,5
Kenapa mode hening sekarang di hilangkan pada saat scroll reels. Itu sebenarnya salah satu fitur bagus buat yang ingin dengarin musik sambil scrolling. Balikin lagi nggak fiturnya.,3
Saya sangatlah butuh sekali program instagram ini satu pengetahuan buat mendengarkan tausiah maupun bidang bisnis maupun mendapatkan pengetauan bakat lainnya aminsaya kehilangan dari acara hingga acara yg bisa ikuti satu program yaitu memberikan bantuan rezeki untuk orang yg sangat membutuhkan apalagi yg memang sangat memerlukan sekali bantuan rezeki dari bapak/ibu yg memberi rezeki dan kebutuhan pokok yg sangat bermanpaat. Akun dan sandi saya tidak bisa dipergunakan bisa bantu saya umtuk. insta,5
Masok best,5
soalnya ketika nyimpen foto ga muncul di galeri,5
Waw aplikasi ini sanhat bagus,5
"Aplikasi top #1 sesekali ngadain event kek, pelit amat😂😂",5
Dari dulu sampe sekarang masih gunakan Apk ini . Sukses selalu ya,5
Instagram bagus dari yang lain tapi suka eror,3
Waktu nya terlalu cepat,4
👌,5
keren sih,5
"Lumayanlah y, tpi boros bngt kouta w",4
Tambahin ganti/hapus lagu di postingan,1
"aku suka dengan filter² di Ig,saya sangat menyukainya,jadi saya beri bintang 5",5
"gatau, bintang 5 aja, bagus aplikasinya, manyap well ehek 🤗",5
Nice,5
Sangat membantu sekali untuk membantu mengiklankan produck UMKM,4
"unistal terus instal lagi, kaya gitu aja berturut turut, gabisa log in akun lama bermasalah terus, buat akun baru juga gabisa sama aja bermasalah terus, di coba unistal terus instal lagi hasilnya sama,ini sistemnya kenapa si, makin uptade makin jelek. tolong kembalikan kualitasnya kaya dulu lagi.",1
Kar na seru,5
Menurut saya ini sangat bagus,5
"setalah di update akun saya malah kena tangguhkan. padahal tidak melanggar hak apapun dari Instagram. entah ini emang bug atau apa udah disuruh tunggu 2 hari, sampai sekarang belum bisa diakses sama sekali.",1
Good,5
Mantap topmarkotop,4
Bagus,5
Kok ignya sudah di apdet tapi nggak bisa simpan efek,1
Gg sih,5
Sangat bagus,5
Menarik dan bagus,5
"sangat berguna dan sudah bagus, tapi ketika update, hanya akun ke 2 yang terupdate sedangkan akun utama malah tidak terupdate... seperti fitur repost Android yang mirip Iphone, di akun ke 2 jika merepost seperti iphone, sedangkan di akun utama tidak, masih banyak lagi yang belum terupdate di akun pertama, tolong di perhatikan kembali",4
Centang biru tidak menjamin ya banyak rekber ripper yang bercentang,2
Mantap,5
banguz,5
Oke banget,5
"Please add reels history, the app sometimes automaticly refresh the page so i never found the reel again",5
"apk bagus tapi kenapa sering keluar sendiri, udah tiga kali harus login lagi ke Instagram padahal ga ada apa-apa masa tiga kali disuruh membersihkan riwayat, riwayat apa yg di bersihkan? kenapa Instagram jadi begini",4
ok,5
"Kalo lg BT,kt bs cari hiburan yang menarik",4
Greenscreen cokkk😭😭,1
apk yg sngt bgus,5
Bagus bgtt,5
Suka,5
Bguss,5
suka bgt lah sm aplikasi ini,5
Sangat bagus,5
Lebih bagus 👍,5
igs ngga ke save di archive. Tlong dong blunder banget ig sekarang.,1
Banyak,5
Sangat bagus,5
memudahkan penyimpanan kenangan,5
sangat bagus,5
akun gua napa ilang asem gak jelas,1
Biasa aja,1
bagus aja sih,5
Sangat menyenangkan dan menarik,5
"Aplikasinya bagus, jangan lupa untuk lebih update lagi ✨✨✨",5
ok,5
saya Tidak dapat menggunakan filter JJ lagi. tolong di kembalikan dong,5
👍,5
keren,5
Ok,5
Kenapa saya tidak bisa login dengan akun Facebook!!!!!!!!!!,1
Keren,5
kenapa instagram saya tidak ada fitur siapa yg bisa bekomentar,5
Mantap,5
apkny Bagus,5
Bagus a,5
Mantap,5
Bagus banget dan bermanfaat saya suka,5
Menurut aku sih bagus soal nya bisa foto juga,4
Bagus apli kasinya tapi sayang dia udah punya pilahan,4
cukup puas,5
Mantap & keren,5
Josss,5
Luar biasa,5
"Akun saya ke banned bknnya balikin, udh aju banding berhari ga balik2 nama akun ig : @abdussalas93_",1
Kerwb,5
Saya suka tpi kenpa saya mengemotari gak bisa,3
Mantab,5
like,5
terlalu sering disuruh update dan banyak bug nya,3
Sangat baik aplikasi Instagram,5
apk TER rasis yang pernah saya install 😹,5
Susah sekali cari pengikut padahal saya sering up video. Mohon bantuanya,3
"Singkat saja, kembalikan ke tampilan aplikasi yang dulu, yang sekarang ga enak dilihat. Terimakasih.",2
Sangat menyenangkan❤❤❤❤❤❤❤❤❤❤❤,5
Makin hari makin ga jelas nih aplikasi baru kali ini akun gua ilang udah di akalin eh ga ada respon respon nya mana akun lama Poto Poto semua kenangan disitu dan anehnya kalo bikin akun baru pake nomor itu sama aja akun aja kadaluarsa atau apa tau lupa pokoknya ga jelas banget dah Ig skrng byby gua ber ahli ke Twitter,1
Mantabbb,5
Akun gw di ambil org gabisa di balikin lagi bantu report dong (andriawanfakhri) PP nya putih,5
Best,5
Bagus pokok e,5
"Instagram sangat menyenangkan, semoga saya dpt di bantu untuk meningkatkan kualitas dalam berkonten 🙌🏻 terimakasih",5
Keren,5
Keren,5
Aplikasi yg bagus,4
Keren dan bagus tp aku g mau di blokir lagi🥺,5
"Aplikasi IG sangat bagus, memperluas wawasan bagi diri saya pribadi,",5
Cukup 1 kata aja... Bagusssa,5
bagusss,4
Buruk,1
"sekarang ig lumayan bnyk bug nya, tpi puas dengan fiturnya lebih menarik",4
